OBJECTID,problem,personSearch,vehicleSearch,preRace,race,gender,policePrecinct
127438,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
157906,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
18638,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
26835,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
38699,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
52660,Attempt Pick-Up (P),NO,NO,Other,Other,Male,2.0
100926,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
133774,Suspicious Person (P),NO,YES,Black,Black,Male,3.0
21041,Suspicious Person (P),NO,NO,White,White,Male,5.0
117354,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
96688,Suspicious Person (P),YES,NO,Black,Black,Female,1.0
158887,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
66105,Suspicious Person (P),NO,NO,Native American,Native American,Female,2.0
59512,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
85536,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
31798,Suspicious Person (P),YES,NO,White,White,Female,5.0
92473,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
60121,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,5.0
16710,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
23696,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
8797,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
121970,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
145069,Suspicious Vehicle (P),YES,YES,Black,Black,Male,1.0
18766,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
66740,Suspicious Person (P),NO,NO,White,White,Male,2.0
68788,Suspicious Person (P),NO,NO,White,White,Female,5.0
135880,Suspicious Person (P),NO,NO,White,White,Female,2.0
62506,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
144245,Suspicious Person (P),NO,NO,Asian,Asian,Male,5.0
122870,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
47778,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
137221,Attempt Pick-Up (P),NO,NO,White,White,Male,2.0
117869,Suspicious Person (P),NO,NO,Native American,White,Male,3.0
81923,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,3.0
79946,Suspicious Vehicle (P),YES,YES,Black,Black,Male,3.0
77798,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
18218,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
69575,Suspicious Vehicle (P),NO,NO,Black,East African,Male,5.0
133772,Suspicious Person (P),NO,NO,White,White,Male,4.0
134773,Suspicious Person (P),YES,NO,White,White,Male,1.0
125757,Suspicious Person (P),YES,NO,White,White,Male,5.0
65688,Suspicious Person (P),NO,NO,Native American,Native American,Male,1.0
65685,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
37693,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
50297,Traffic Law Enforcement (P),YES,NO,White,East African,Male,2.0
124983,Suspicious Person (P),NO,NO,White,White,Female,3.0
59392,Attempt Pick-Up (P),NO,NO,Black,Black,Male,4.0
137805,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
20587,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
114743,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
62078,Suspicious Person (P),NO,NO,East African,East African,Male,2.0
145232,Suspicious Person (P),NO,NO,Native American,Native American,Female,1.0
15014,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
139558,Suspicious Person (P),YES,NO,Black,Black,Female,5.0
4637,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
40294,Suspicious Person (P),YES,NO,White,White,Male,1.0
137338,Suspicious Vehicle (P),NO,NO,East African,East African,Male,1.0
87447,Suspicious Person (P),NO,NO,Native American,Native American,Female,1.0
152863,Suspicious Person (P),NO,NO,White,White,Male,3.0
44561,Attempt Pick-Up (P),NO,NO,Latino,Latino,Male,4.0
86047,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
112764,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
68775,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
44188,Suspicious Vehicle (P),NO,NO,Other,Other,Male,1.0
83509,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
42773,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
128302,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
13955,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
93213,Suspicious Person (P),NO,NO,White,White,Female,5.0
142105,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
129689,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
67289,Traffic Law Enforcement (P),YES,YES,White,White,Female,5.0
30262,Suspicious Person (P),YES,NO,White,White,Male,4.0
130574,Suspicious Person (P),NO,NO,White,White,Male,1.0
108897,Suspicious Person (P),YES,NO,White,White,Male,1.0
81511,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
157440,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
22302,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
126169,Traffic Law Enforcement (P),NO,NO,Other,Latino,Female,1.0
159682,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
122499,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
81569,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
130459,Suspicious Person (P),NO,NO,White,White,Male,1.0
44852,Suspicious Person (P),NO,NO,White,White,Male,2.0
109470,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
144256,Attempt Pick-Up (P),NO,NO,White,White,Female,1.0
79584,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
71706,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
97742,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,3.0
121361,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
156497,Traffic Law Enforcement (P),YES,YES,White,White,Male,4.0
99619,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
4428,Attempt Pick-Up (P),NO,NO,Black,Black,Male,1.0
80082,Suspicious Person (P),NO,NO,White,White,Male,1.0
107244,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
57171,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
134590,Attempt Pick-Up (P),NO,NO,Black,Black,Male,3.0
82740,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
93908,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
157461,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
77075,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
74631,Attempt Pick-Up (P),YES,NO,Black,Black,Male,2.0
143768,Suspicious Person (P),YES,NO,Black,Black,Female,5.0
38929,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
28385,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,5.0
127549,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
126177,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
77954,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
139598,Suspicious Person (P),YES,YES,Latino,Latino,Male,5.0
48202,Suspicious Person (P),NO,NO,White,White,Male,1.0
153959,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
83313,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
131208,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
126819,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
39166,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
128059,Suspicious Vehicle (P),NO,NO,Latino,Black,Male,5.0
46369,Suspicious Person (P),YES,NO,White,White,Male,1.0
120821,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
38535,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
90232,Suspicious Person (P),NO,NO,White,White,Male,1.0
3968,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
108594,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
49035,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
52978,Suspicious Person (P),NO,NO,White,White,Male,2.0
32280,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
158598,Suspicious Person (P),NO,NO,White,White,Male,3.0
26041,Traffic Law Enforcement (P),NO,NO,White,East African,Male,5.0
23365,Suspicious Person (P),NO,NO,White,White,Male,3.0
24101,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
23108,Suspicious Person (P),NO,NO,White,White,Male,1.0
15576,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
9604,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
136729,Suspicious Person (P),NO,NO,White,White,Male,1.0
6622,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
41491,Suspicious Vehicle (P),NO,NO,East African,East African,Male,3.0
105651,Suspicious Person (P),NO,NO,White,White,Male,2.0
25312,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
60269,Suspicious Person (P),YES,NO,Native American,Native American,Female,2.0
22812,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
101859,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
140871,Traffic Law Enforcement (P),NO,YES,Black,Black,Female,1.0
103425,Suspicious Person (P),NO,NO,White,White,Male,5.0
104827,Attempt Pick-Up (P),YES,NO,Black,Black,Female,1.0
153422,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
72614,Traffic Law Enforcement (P),NO,YES,White,White,Male,4.0
118702,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
35173,Suspicious Person (P),YES,NO,Black,Black,Male,2.0
33628,Suspicious Person (P),NO,NO,White,White,Male,5.0
83137,Attempt Pick-Up (P),NO,NO,Black,Black,Female,4.0
95181,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
42479,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,3.0
64795,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
50355,Suspicious Person (P),NO,NO,White,White,Male,1.0
126295,Suspicious Person (P),NO,NO,White,White,Male,5.0
5380,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,3.0
122260,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
123378,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
101278,Traffic Law Enforcement (P),NO,YES,Latino,Latino,Male,2.0
99301,Suspicious Vehicle (P),NO,NO,Black,White,Female,3.0
141021,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Female,3.0
121573,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,1.0
124078,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,3.0
76851,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
80120,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
46609,Suspicious Person (P),NO,NO,White,White,Male,2.0
77470,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,1.0
22710,Suspicious Vehicle (P),NO,NO,White,White,Female,3.0
144128,Suspicious Vehicle (P),YES,YES,Native American,Native American,Male,1.0
74579,Suspicious Person (P),YES,NO,East African,East African,Male,3.0
46363,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
82647,Suspicious Person (P),NO,NO,White,White,Male,4.0
22260,Suspicious Person (P),NO,NO,White,White,Male,5.0
7404,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
93612,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
33391,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
118361,Suspicious Person (P),NO,NO,White,White,Female,5.0
152900,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
48713,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
8368,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
15094,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
90224,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,2.0
21787,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,2.0
102920,Traffic Law Enforcement (P),NO,YES,White,White,Male,2.0
51915,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
111618,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
54601,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
94173,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
119956,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
11034,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
112023,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,4.0
92677,Suspicious Vehicle (P),NO,NO,Black,Black,Female,1.0
47704,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
56928,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
29149,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
41537,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
53784,Suspicious Person (P),NO,NO,Native American,Other,Female,2.0
149168,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
34800,Suspicious Vehicle (P),NO,NO,Asian,Asian,Male,2.0
19094,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
80805,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
11934,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
35068,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
23732,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
29657,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
134121,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
109135,Attempt Pick-Up (P),YES,YES,White,White,Male,2.0
48676,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
124854,Suspicious Person (P),NO,NO,White,White,Male,2.0
121433,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
31280,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,5.0
144518,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
79799,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
13904,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
48072,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
6123,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
131728,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
27142,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
67701,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
158223,Suspicious Vehicle (P),NO,NO,East African,East African,Male,1.0
129133,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
46166,Suspicious Person (P),NO,NO,White,White,Female,1.0
90848,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
35733,Suspicious Person (P),YES,YES,White,White,Male,4.0
14714,Traffic Law Enforcement (P),NO,NO,White,Latino,Male,5.0
125188,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
68252,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
5479,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
111927,Suspicious Person (P),NO,NO,Black,Black,Female,2.0
7399,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
41830,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
20238,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
77922,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
135805,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
99474,Suspicious Vehicle (P),YES,YES,Black,Black,Female,4.0
147923,Attempt Pick-Up (P),YES,NO,Black,Black,Male,3.0
121651,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
39097,Suspicious Person (P),NO,NO,Black,East African,Male,3.0
84214,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
69238,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
109478,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
71928,Suspicious Person (P),NO,NO,White,White,Male,3.0
54260,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,1.0
146070,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
77675,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
128601,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
21575,Suspicious Person (P),NO,NO,White,White,Male,2.0
53166,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
155120,Suspicious Person (P),YES,NO,White,White,Male,5.0
22883,Suspicious Person (P),NO,NO,White,Native American,Female,5.0
144488,Attempt Pick-Up (P),NO,NO,Native American,Native American,Female,5.0
12145,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
159758,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
102905,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
120974,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
34908,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
71030,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
119629,Suspicious Person (P),NO,NO,White,White,Male,5.0
122697,Suspicious Person (P),NO,NO,Latino,Latino,Male,1.0
116533,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
1862,Suspicious Vehicle (P),NO,NO,White,White,Female,2.0
123656,Suspicious Person (P),NO,NO,White,White,Male,1.0
109461,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
45485,Traffic Law Enforcement (P),NO,NO,White,Black,Male,5.0
46408,Suspicious Person (P),NO,NO,Latino,Latino,Male,1.0
12880,Suspicious Person (P),NO,NO,White,White,Male,1.0
97806,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
63494,Suspicious Vehicle (P),YES,YES,White,White,Male,2.0
132419,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
771,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
157810,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
62216,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
118805,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
127574,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
119927,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
23034,Suspicious Person (P),NO,NO,White,White,Male,5.0
86939,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
134155,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
29063,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
11684,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
153231,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
38871,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
48862,Suspicious Person (P),NO,NO,White,White,Female,1.0
25242,Attempt Pick-Up (P),NO,NO,Black,Black,Female,3.0
36972,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
42915,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
110961,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
18812,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
108920,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
7931,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
73019,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
24404,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
71604,Traffic Law Enforcement (P),NO,NO,Other,Native American,Female,2.0
16378,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
16860,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
111020,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
32419,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
101547,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,3.0
88694,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
49151,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
138905,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
30435,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
30309,Suspicious Person (P),NO,NO,Asian,Asian,Male,2.0
2062,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
25960,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,5.0
87266,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
156886,Suspicious Vehicle (P),NO,NO,Black,Black,Female,4.0
39528,Suspicious Person (P),NO,NO,Black,Other,Male,3.0
126906,Suspicious Person (P),NO,NO,White,White,Female,2.0
83651,Attempt Pick-Up (P),YES,NO,White,White,Female,4.0
68283,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
89053,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
24023,Suspicious Person (P),NO,NO,White,White,Male,2.0
109973,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
48848,Suspicious Person (P),NO,NO,White,White,Male,1.0
38607,Suspicious Person (P),NO,NO,Black,Black,Female,5.0
20796,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
68876,Suspicious Vehicle (P),NO,NO,Black,Black,Male,2.0
28143,Suspicious Person (P),YES,NO,Other,Other,Male,1.0
13655,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
1959,Suspicious Person (P),NO,NO,Native American,Native American,Male,1.0
22704,Suspicious Person (P),NO,NO,White,White,Male,3.0
30397,Suspicious Vehicle (P),NO,NO,East African,East African,Female,2.0
8769,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
52600,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
106219,Suspicious Person (P),NO,NO,White,White,Male,5.0
97223,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
25504,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
130034,Traffic Law Enforcement (P),YES,YES,Black,Black,Female,4.0
16885,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
106023,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
152128,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
41574,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
59434,Traffic Law Enforcement (P),NO,NO,White,Other,Male,5.0
41963,Suspicious Person (P),NO,NO,White,White,Male,2.0
149587,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
93324,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
143444,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
13826,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
85567,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
53644,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
158323,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
53438,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,4.0
21337,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
136727,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
30132,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
98997,Traffic Law Enforcement (P),YES,YES,Latino,Latino,Male,3.0
99815,Suspicious Person (P),NO,NO,White,White,Male,5.0
67546,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
38996,Suspicious Person (P),NO,NO,White,White,Female,4.0
160428,Suspicious Person (P),NO,NO,White,White,Male,2.0
147327,Attempt Pick-Up (P),NO,NO,Native American,Native American,Female,3.0
47383,Attempt Pick-Up (P),YES,NO,Black,Black,Male,4.0
117806,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
24316,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
43890,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
94071,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
13630,Suspicious Person (P),NO,NO,Native American,Native American,Female,5.0
118853,Attempt Pick-Up (P),YES,NO,Latino,Latino,Female,2.0
6362,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
32833,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
46339,Suspicious Vehicle (P),YES,NO,Black,Black,Female,5.0
37476,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
75753,Suspicious Person (P),NO,NO,White,White,Male,1.0
48190,Suspicious Person (P),NO,NO,White,White,Male,2.0
28352,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
7833,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
26145,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
85636,Suspicious Person (P),NO,NO,White,White,Male,2.0
8252,Suspicious Person (P),NO,NO,White,White,Female,3.0
54342,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
96600,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
90579,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
151802,Attempt Pick-Up (P),YES,NO,White,White,Female,5.0
79832,Suspicious Person (P),NO,NO,Native American,Native American,Female,5.0
91529,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
137044,Attempt Pick-Up (P),YES,NO,Black,Black,Male,1.0
23859,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
89353,Attempt Pick-Up (P),YES,NO,White,White,Male,3.0
50889,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
149883,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
1019,Attempt Pick-Up (P),YES,NO,Native American,Native American,Female,3.0
44376,Suspicious Person (P),NO,NO,White,White,Female,5.0
105614,Suspicious Person (P),NO,NO,White,White,Female,1.0
103757,Traffic Law Enforcement (P),YES,YES,White,White,Female,2.0
37787,Suspicious Person (P),NO,NO,White,White,Male,2.0
56022,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
20864,Suspicious Person (P),NO,NO,White,White,Male,5.0
113424,Suspicious Person (P),NO,NO,White,White,Female,3.0
38128,Attempt Pick-Up (P),YES,NO,Black,Black,Male,4.0
106386,Suspicious Person (P),NO,NO,White,White,Male,4.0
126584,Suspicious Person (P),YES,NO,Native American,Native American,Female,2.0
148838,Suspicious Vehicle (P),NO,NO,Black,Black,Female,2.0
52767,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
39268,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
109826,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
10754,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
19491,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
72688,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
90028,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
58873,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
25733,Suspicious Vehicle (P),NO,NO,White,White,Female,5.0
2178,Suspicious Person (P),YES,NO,White,White,Male,5.0
21330,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
123373,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
113410,Attempt Pick-Up (P),NO,NO,Black,Black,Male,2.0
154386,Suspicious Person (P),NO,NO,White,White,Male,2.0
12302,Attempt Pick-Up (P),NO,NO,White,White,Male,1.0
73240,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
40716,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
54506,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
67814,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
14109,Curfew Violations (P),NO,NO,White,White,Male,5.0
102115,Suspicious Vehicle (P),NO,NO,White,White,Male,5.0
20465,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,5.0
33362,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
132095,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
12028,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
